Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.099318638,0.099750435,0.099318638,0.099318638,469033600,0,0
1980-12-15 00:00:00-05:00,0.094568966,0.094568966,0.094137169,0.094137169,175884800,0,0
1980-12-16 00:00:00-05:00,0.087659455,0.087659455,0.087227665,0.087227665,105728000,0,0
1980-12-17 00:00:00-05:00,0.089386642,0.089818438,0.089386642,0.089386642,86441600,0,0
1980-12-18 00:00:00-05:00,0.091978192,0.092409983,0.091978192,0.091978192,73449600,0,0
1980-12-19 00:00:00-05:00,0.09759149,0.098023286,0.09759149,0.09759149,48630400,0,0
1980-12-22 00:00:00-05:00,0.102341242,0.102773811,0.102341242,0.102341242,37363200,0,0
1980-12-23 00:00:00-05:00,0.106659897,0.107091693,0.106659897,0.106659897,46950400,0,0
1980-12-24 00:00:00-05:00,0.112273283,0.11270508,0.112273283,0.112273283,48003200,0,0
1980-12-26 00:00:00-05:00,0.122637063,0.12306886,0.122637063,0.122637063,55574400,0,0
1980-12-29 00:00:00-05:00,0.124364272,0.124796068,0.124364272,0.124364272,93161600,0,0
1980-12-30 00:00:00-05:00,0.121773505,0.121773505,0.12134172,0.12134172,68880000,0,0
1980-12-31 00:00:00-05:00,0.118319182,0.118319182,0.117887385,0.117887385,35750400,0,0
1981-01-02 00:00:00-05:00,0.119182676,0.120046268,0.119182676,0.119182676,21660800,0,0
1981-01-05 00:00:00-05:00,0.117023715,0.117023715,0.11659193,0.11659193,35728000,0,0
1981-01-06 00:00:00-05:00,0.111841438,0.111841438,0.111409642,0.111409642,45158400,0,0
1981-01-07 00:00:00-05:00,0.107091693,0.107091693,0.106659897,0.106659897,55686400,0,0
1981-01-08 00:00:00-05:00,0.104932749,0.104932749,0.104500964,0.104500964,39827200,0,0
1981-01-09 00:00:00-05:00,0.110114254,0.11054605,0.110114254,0.110114254,21504000,0,0
1981-01-12 00:00:00-05:00,0.110114261,0.110114261,0.10925068,0.10925068,23699200,0,0
1981-01-13 00:00:00-05:00,0.105796335,0.105796335,0.105364539,0.105364539,23049600,0,0
1981-01-14 00:00:00-05:00,0.10579633,0.106228126,0.10579633,0.10579633,14291200,0,0
1981-01-15 00:00:00-05:00,0.107955329,0.10881891,0.107955329,0.107955329,14067200,0,0
1981-01-16 00:00:00-05:00,0.107523521,0.107523521,0.107091725,0.107091725,13395200,0,0
1981-01-19 00:00:00-05:00,0.113568604,0.1140004,0.113568604,0.113568604,41574400,0,0
1981-01-20 00:00:00-05:00,0.11054605,0.11054605,0.110114254,0.110114254,30083200,0,0
1981-01-21 00:00:00-05:00,0.112273283,0.113136865,0.112273283,0.112273283,15904000,0,0
1981-01-22 00:00:00-05:00,0.113568604,0.114432196,0.113568604,0.113568604,35548800,0,0
1981-01-23 00:00:00-05:00,0.113568654,0.114000451,0.113136858,0.113136858,11222400,0,0
1981-01-26 00:00:00-05:00,0.111841438,0.111841438,0.111409642,0.111409642,24640000,0,0
1981-01-27 00:00:00-05:00,0.111409648,0.111409648,0.110546067,0.110546067,23699200,0,0
1981-01-28 00:00:00-05:00,0.107523521,0.107523521,0.107091725,0.107091725,28156800,0,0
1981-01-29 00:00:00-05:00,0.103637335,0.103637335,0.103205539,0.103205539,43904000,0,0
1981-01-30 00:00:00-05:00,0.098455082,0.098455082,0.09759149,0.09759149,46188800,0,0
1981-02-02 00:00:00-05:00,0.092409983,0.092409983,0.091978192,0.091978192,23766400,0,0
1981-02-03 00:00:00-05:00,0.095432535,0.095864325,0.095432535,0.095432535,19152000,0,0
1981-02-04 00:00:00-05:00,0.098886907,0.099318692,0.098886907,0.098886907,27865600,0,0
1981-02-05 00:00:00-05:00,0.098886907,0.099750488,0.098886907,0.098886907,7929600,0,0
1981-02-06 00:00:00-05:00,0.099318638,0.099750435,0.099318638,0.099318638,13865600,0,0
1981-02-09 00:00:00-05:00,0.095000756,0.095000756,0.094137169,0.094137169,16755200,0,0
1981-02-10 00:00:00-05:00,0.094137169,0.094568966,0.094137169,0.094137169,18345600,0,0
1981-02-11 00:00:00-05:00,0.091546364,0.091546364,0.091114573,0.091114573,13843200,0,0
1981-02-12 00:00:00-05:00,0.090682785,0.090682785,0.090250216,0.090250216,14560000,0,0
1981-02-13 00:00:00-05:00,0.088954833,0.088954833,0.088091247,0.088091247,11155200,0,0
1981-02-17 00:00:00-05:00,0.090250216,0.090682785,0.090250216,0.090250216,12275200,0,0
1981-02-18 00:00:00-05:00,0.094137169,0.095000756,0.094137169,0.094137169,19241600,0,0
1981-02-19 00:00:00-05:00,0.088954856,0.088954856,0.08852306,0.08852306,22310400,0,0
1981-02-20 00:00:00-05:00,0.084205126,0.084205126,0.08377333,0.08377333,24371200,0,0
1981-02-23 00:00:00-05:00,0.085068725,0.085500521,0.085068725,0.085068725,14112000,0,0
1981-02-24 00:00:00-05:00,0.082909776,0.082909776,0.082046188,0.082046188,16979200,0,0
1981-02-25 00:00:00-05:00,0.087227665,0.087659455,0.087227665,0.087227665,19488000,0,0
1981-02-26 00:00:00-05:00,0.08852306,0.088954856,0.08852306,0.08852306,10841600,0,0
1981-02-27 00:00:00-05:00,0.091546372,0.092409958,0.091546372,0.091546372,14761600,0,0
1981-03-02 00:00:00-05:00,0.091978192,0.092409983,0.091978192,0.091978192,11760000,0,0
1981-03-03 00:00:00-05:00,0.091114608,0.091114608,0.090682812,0.090682812,16172800,0,0
1981-03-04 00:00:00-05:00,0.090250261,0.090250261,0.08981847,0.08981847,13708800,0,0
1981-03-05 00:00:00-05:00,0.089818438,0.089818438,0.089386642,0.089386642,5376000,0,0
1981-03-06 00:00:00-05:00,0.089386647,0.089386647,0.08852306,0.08852306,11603200,0,0
1981-03-09 00:00:00-05:00,0.082046166,0.082046166,0.081614375,0.081614375,15321600,0,0
1981-03-10 00:00:00-05:00,0.07815925,0.07815925,0.077727459,0.077727459,28380800,0,0
1981-03-11 00:00:00-05:00,0.07556848,0.07556848,0.074704893,0.074704893,29859200,0,0
1981-03-12 00:00:00-05:00,0.077727459,0.07815925,0.077727459,0.077727459,59248000,0,0
1981-03-13 00:00:00-05:00,0.077295706,0.077295706,0.076863915,0.076863915,231302400,0,0
1981-03-16 00:00:00-05:00,0.079887159,0.080750746,0.079887159,0.079887159,37228800,0,0
1981-03-17 00:00:00-05:00,0.08377333,0.084636917,0.08377333,0.08377333,43747200,0,0
1981-03-18 00:00:00-05:00,0.088954851,0.089818438,0.088954851,0.088954851,36937600,0,0
1981-03-19 00:00:00-05:00,0.088523037,0.088523037,0.088091247,0.088091247,37811200,0,0
1981-03-20 00:00:00-05:00,0.088954851,0.089818438,0.088954851,0.088954851,14604800,0,0
1981-03-23 00:00:00-05:00,0.092409961,0.093273548,0.092409961,0.092409961,22019200,0,0
1981-03-24 00:00:00-05:00,0.092409983,0.092409983,0.091978192,0.091978192,28156800,0,0
1981-03-25 00:00:00-05:00,0.091114581,0.091114581,0.090250216,0.090250216,7056000,0,0
1981-03-26 00:00:00-05:00,0.088954856,0.088954856,0.08852306,0.08852306,12275200,0,0
1981-03-27 00:00:00-05:00,0.085932314,0.085932314,0.085500523,0.085500523,12252800,0,0
1981-03-30 00:00:00-05:00,0.085500523,0.08636411,0.085500523,0.085500523,9900800,0,0
1981-03-31 00:00:00-05:00,0.085500499,0.085500499,0.084636912,0.084636912,15993600,0,0
1981-04-01 00:00:00-05:00,0.084205126,0.084205126,0.08377333,0.08377333,34070400,0,0
1981-04-02 00:00:00-05:00,0.091114573,0.091546364,0.091114573,0.091114573,31404800,0,0
1981-04-03 00:00:00-05:00,0.091546372,0.091978168,0.091546372,0.091546372,16486400,0,0
1981-04-06 00:00:00-05:00,0.090250261,0.090250261,0.08981847,0.08981847,22803200,0,0
1981-04-07 00:00:00-05:00,0.089386642,0.089386642,0.088954851,0.088954851,10684800,0,0
1981-04-08 00:00:00-05:00,0.093273588,0.094137175,0.093273588,0.093273588,21952000,0,0
1981-04-09 00:00:00-05:00,0.095000736,0.095432533,0.095000736,0.095000736,12499200,0,0
1981-04-10 00:00:00-05:00,0.096296102,0.096727892,0.096296102,0.096296102,33465600,0,0
1981-04-13 00:00:00-05:00,0.096296102,0.096727892,0.096296102,0.096296102,16060800,0,0
1981-04-14 00:00:00-05:00,0.096296102,0.096727892,0.096296102,0.096296102,6652800,0,0
1981-04-15 00:00:00-05:00,0.091978168,0.091978168,0.091546372,0.091546372,34048000,0,0
1981-04-16 00:00:00-05:00,0.086795911,0.086795911,0.08636412,0.08636412,23878400,0,0
1981-04-20 00:00:00-05:00,0.088954851,0.089386642,0.088954851,0.088954851,35347200,0,0
1981-04-21 00:00:00-05:00,0.095000736,0.095432533,0.095000736,0.095000736,28537600,0,0
1981-04-22 00:00:00-05:00,0.098455086,0.098886883,0.098455086,0.098455086,18995200,0,0
1981-04-23 00:00:00-05:00,0.101045825,0.101477621,0.101045825,0.101045825,58016000,0,0
1981-04-24 00:00:00-05:00,0.101045831,0.101045831,0.10018225,0.10018225,35056000,0,0
1981-04-27 00:00:00-04:00,0.099750435,0.099750435,0.099318638,0.099318638,38528000,0,0
1981-04-28 00:00:00-04:00,0.098023286,0.098023286,0.09759149,0.09759149,32188800,0,0
1981-04-29 00:00:00-04:00,0.096727892,0.096727892,0.096296102,0.096296102,13641600,0,0
1981-04-30 00:00:00-04:00,0.098023251,0.098886843,0.098023251,0.098023251,12611200,0,0
1981-05-01 00:00:00-04:00,0.098023251,0.098886843,0.098023251,0.098023251,16553600,0,0
1981-05-04 00:00:00-04:00,0.098023286,0.098023286,0.09759149,0.09759149,14448000,0,0
1981-05-05 00:00:00-04:00,0.097591506,0.097591506,0.097159721,0.097159721,17539200,0,0
1981-05-06 00:00:00-04:00,0.095000751,0.095000751,0.09456896,0.09456896,18950400,0,0
1981-05-07 00:00:00-04:00,0.095864326,0.096296122,0.095864326,0.095864326,9363200,0,0
1981-05-08 00:00:00-04:00,0.096727915,0.097159711,0.096727915,0.096727915,7907200,0,0
1981-05-11 00:00:00-04:00,0.095000751,0.095000751,0.09456896,0.09456896,11939200,0,0
1981-05-12 00:00:00-04:00,0.09456896,0.095864338,0.09456896,0.09456896,4256000,0,0
1981-05-13 00:00:00-04:00,0.094568966,0.095432553,0.094137169,0.094137169,4905600,0,0
1981-05-14 00:00:00-04:00,0.093705369,0.093705369,0.092841782,0.092841782,4928000,0,0
1981-05-15 00:00:00-04:00,0.095000736,0.09629612,0.095000736,0.095000736,4905600,0,0
1981-05-18 00:00:00-04:00,0.096727915,0.097591496,0.096727915,0.096727915,4166400,0,0
1981-05-19 00:00:00-04:00,0.095432533,0.095432533,0.095000736,0.095000736,25424000,0,0
1981-05-20 00:00:00-04:00,0.098023251,0.098886843,0.098023251,0.098023251,13283200,0,0
1981-05-21 00:00:00-04:00,0.10363739,0.104069186,0.10363739,0.10363739,32211200,0,0
1981-05-22 00:00:00-04:00,0.10838718,0.109250773,0.10838718,0.10838718,31427200,0,0
1981-05-26 00:00:00-04:00,0.108387114,0.108387114,0.107955329,0.107955329,85344000,0,0
1981-05-27 00:00:00-04:00,0.114000417,0.114432214,0.114000417,0.114000417,149497600,0,0
1981-05-28 00:00:00-04:00,0.114000417,0.114432214,0.114000417,0.114000417,73987200,0,0
1981-05-29 00:00:00-04:00,0.114432149,0.114864717,0.114432149,0.114432149,59382400,0,0
1981-06-01 00:00:00-04:00,0.114432149,0.114864717,0.114432149,0.114432149,51251200,0,0
1981-06-02 00:00:00-04:00,0.109250692,0.109250692,0.108818896,0.108818896,40432000,0,0
1981-06-03 00:00:00-04:00,0.108818896,0.109682477,0.108818896,0.108818896,39446400,0,0
1981-06-04 00:00:00-04:00,0.110977851,0.111409636,0.110977851,0.110977851,56067200,0,0
1981-06-05 00:00:00-04:00,0.109682464,0.109682464,0.10925068,0.10925068,57680000,0,0
1981-06-08 00:00:00-04:00,0.105796335,0.105796335,0.105364539,0.105364539,93497600,0,0
1981-06-09 00:00:00-04:00,0.107523523,0.10795532,0.107523523,0.107523523,119593600,0,0
1981-06-10 00:00:00-04:00,0.108818896,0.110114274,0.108818896,0.108818896,25222400,0,0
1981-06-11 00:00:00-04:00,0.113568604,0.1140004,0.113568604,0.113568604,38976000,0,0
1981-06-12 00:00:00-04:00,0.11270508,0.11270508,0.112273283,0.112273283,25804800,0,0
1981-06-15 00:00:00-04:00,0.112273251,0.112273251,0.111841455,0.111841455,143763200,0,0
1981-06-16 00:00:00-04:00,0.110114237,0.110114237,0.109682441,0.109682441,37251200,0,0
1981-06-17 00:00:00-04:00,0.108387114,0.108387114,0.107955329,0.107955329,27574400,0,0
1981-06-18 00:00:00-04:00,0.10795532,0.108387104,0.107523523,0.107523523,23049600,0,0
1981-06-19 00:00:00-04:00,0.104932749,0.104932749,0.104500964,0.104500964,27507200,0,0
1981-06-22 00:00:00-04:00,0.101045848,0.101045848,0.100614063,0.100614063,10841600,0,0
1981-06-23 00:00:00-04:00,0.102341242,0.103205596,0.102341242,0.102341242,15030400,0,0
1981-06-24 00:00:00-04:00,0.100614082,0.100614082,0.099750489,0.099750489,23027200,0,0
1981-06-25 00:00:00-04:00,0.101909392,0.102341188,0.101909392,0.101909392,24259200,0,0
1981-06-26 00:00:00-04:00,0.101477645,0.101477645,0.100614063,0.100614063,23788800,0,0
1981-06-29 00:00:00-04:00,0.098023302,0.098023302,0.097159721,0.097159721,10595200,0,0
1981-06-30 00:00:00-04:00,0.090250261,0.090250261,0.08981847,0.08981847,35907200,0,0
1981-07-01 00:00:00-04:00,0.089386642,0.089386642,0.088954851,0.088954851,170464000,0,0
1981-07-02 00:00:00-04:00,0.088954851,0.089386642,0.088954851,0.088954851,30284800,0,0
1981-07-06 00:00:00-04:00,0.086795901,0.086795901,0.085932314,0.085932314,16531200,0,0
1981-07-07 00:00:00-04:00,0.086795889,0.087659476,0.086795889,0.086795889,15836800,0,0
1981-07-08 00:00:00-04:00,0.090250216,0.090682785,0.090250216,0.090250216,16620800,0,0
1981-07-09 00:00:00-04:00,0.083773344,0.083773344,0.083341554,0.083341554,32883200,0,0
1981-07-10 00:00:00-04:00,0.077295706,0.077295706,0.076863915,0.076863915,55171200,0,0
1981-07-13 00:00:00-04:00,0.078591801,0.079023597,0.078591801,0.078591801,45740800,0,0
1981-07-14 00:00:00-04:00,0.082046188,0.082909776,0.082046188,0.082046188,19779200,0,0
